COD_MOD,COD_MOD_DESTINO,WEIGHT
0494989,0764555,1
1089358,0764555,1
0763730,0764555,1
1492248,0764555,1
0333740,0764555,1
1490846,0764555,1
0303115,0764555,1
1483023,0764555,1
0774422,0764555,3
1536523,0764555,1
0497172,0764555,2
1491497,0764555,1
0833392,0764555,3
1490424,0764555,2
0435263,0764555,1
0328625,0764555,1
0821371,0764555,1
0495176,0764555,1
1489749,0764555,4
0432690,0764555,1
0331215,0764555,1
0665174,0764555,1
1491976,0764555,2
1719848,0764555,1
1491711,0764555,1
1038231,0764555,1
0325803,0764555,2
0902403,0764555,1
0331413,0764555,1
0608174,0764555,1
0820522,0764555,1
1483320,0764555,1
0825505,0764555,1
1240977,0764555,1
1322924,0764555,3
1354380,0764555,2
1536473,0764555,1
0646117,0764555,1
0819763,0764555,1
1169275,0764555,1
1723360,0764555,1
0319954,0764555,1
1401843,0764555,1
1574433,0764555,4
1762475,0764555,1
1020403,0764555,1
0338707,0764555,1
1242387,0764555,1
0331942,0764555,2
0314617,0764555,1
0331504,0764555,1
1785823,0764555,1
0584854,0764555,1
1009554,0764555,1
1314533,0764555,2
0649319,0764555,1
0449660,0764555,1
1099175,0833699,1
0332205,0833699,1
0764555,0833699,1
1488063,0833699,1
0904664,0833699,1
0339077,0833699,1
0646117,0833699,1
0854422,0833699,1
1752799,0833699,1
1661362,1020718,1
0764548,1020718,1
0246256,1020718,1
1723360,1020718,1
0833392,1020718,1
1489020,1020718,1
1490424,1020718,1
0331355,1020718,1
0820472,0331108,1
0338640,0331108,1
0608166,0331108,1
1492131,0331108,1
0338301,0334821,1
0338145,0334821,1
1758408,0334821,1
0331744,0334821,1
0526673,0334821,2
0320515,0334821,1
1073998,0334821,1
0903583,0334821,1
0331785,0334821,1
0779538,0334821,1
1638964,0334821,1
1354604,0334821,1
0587279,0334821,1
0338541,0334821,1
1503374,0334821,1
1354356,0334821,1
0497172,0334821,1
0541110,0334821,1
1758499,0334821,1
1502160,0334821,1
0762740,0334821,1
0663948,0334821,1
0338228,0334821,1
1450428,0334821,1
0332304,0334821,1
1510775,0334821,1
1010636,0334821,1
1066281,0334821,1
0496281,0334821,1
0900191,0334821,1
0338186,0334821,1
0598524,0334821,1
1244755,0334821,1
1510346,0334821,1
1457779,0334821,3
0835215,0334821,1
1503358,0334821,1
0826800,0334821,1
1542471,0334821,1
1470848,0334821,1
1067230,0334821,1
1306737,0334821,1
1226307,0334821,1
1265503,0334821,1
0331611,0334821,1
1490739,0336982,1
1639921,0336982,1
0764589,0336982,1
1723378,0336982,1
0334862,0824904,2
1426048,0824904,1
0903583,0824904,1
0331504,0824904,1
1506039,0828046,1
1489822,0828046,2
1645118,0828046,1
0329557,0828046,1
1723378,0828046,1
1701002,0828046,1
1541879,0828046,1
0578435,0827956,1
0336495,0827956,1
0824904,1053909,1
1065788,1053909,1
1483924,1053909,1
1536473,1053909,2
0601104,1053909,2
1050368,1053909,2
0664045,1053909,3
1073295,1053909,1
0902403,1053909,1
1490713,1053909,1
1492537,1053909,2
0325787,1053909,1
1700996,1053909,1
1492354,1053909,1
0605592,1053909,1
1490820,1053909,1
0646117,1053909,1
1491232,1053909,1
0331504,1053909,2
0825752,1053909,1
0332239,1053909,1
0903583,1053909,1
0652081,1572510,1
1489483,0614958,1
0605469,0614958,1
0501700,0614958,2
1082973,0680835,2
0874206,0310565,1
0825513,1545714,1
0331199,0321588,1
0705285,0321588,1
0319020,0320903,1
1258649,0320903,1
1056142,0320903,1
1700327,0309898,1
1464593,1539782,1
0884601,1539782,1
1362177,1539931,2
1195874,1539931,1
1636539,0340612,1
1312107,0340612,1
1662204,0340612,1
0826982,0340612,1
1512409,0340612,3
1098532,0340612,2
0825695,0286807,2
1306877,0286807,1
1265867,0872218,1
1476720,0872218,1
0763995,0872218,1
1033760,0872218,1
1476688,0872218,1
1476738,0872218,1
1534791,0872218,1
0639674,0872218,1
0328062,0872218,1
0694422,0872218,1
1071406,0872218,1
1514306,0872218,1
1534775,0872218,1
0694307,0872218,1
0772970,0496877,1
1477744,0496877,1
0328351,0496877,3
0323915,0496877,1
0825257,0496877,1
1395946,0496877,1
0328542,0496877,1
1071836,0496877,2
1754431,0496877,1
1457977,0496877,1
1329788,0496877,1
0328260,0496877,1
0324152,0496877,1
0870634,0496877,1
0694364,0496877,1
0639732,0496877,1
1477447,0496877,1
0834853,0496877,1
0322909,0496877,1
1321462,0496877,1
1033810,0496877,2
0646919,1033836,1
0819821,1033836,3
1082965,1033836,1
1033794,1033836,1
0870378,1033836,1
1474857,1033836,1
0328229,1033836,2
0870774,1033836,1
1070408,0824888,1
1756162,0824888,2
1476704,0824888,1
1242080,0824888,1
0824979,0824888,1
1474642,0824888,1
1266998,0824888,1
1700962,0824888,3
0694422,0824888,1
0629352,0824888,1
0325555,0871038,1
1034529,0871038,1
0482042,0871038,1
0493742,0871038,1
1478239,0871038,1
1511351,0871038,1
0647057,0871038,1
0871236,0871038,1
0493635,0871038,1
0694547,0871038,1
0872705,0871038,1
1274034,0871038,1
1371970,0871038,1
0493544,0871038,1
1242353,0871038,2
1481621,0871038,1
0583476,0871038,1
0777276,1034131,1
1534809,1034131,1
0501502,1034131,1
0775320,1034131,1
0874560,1034131,2
0245647,0759530,1
0505149,0759530,1
1458819,0759530,2
1070523,0759530,3
1085976,0759530,1
0325472,0759530,1
0520486,0759530,1
1664044,0759530,1
0329458,0759530,2
1654078,0759530,1
1475938,0759530,1
0872705,0759530,1
1370584,0759530,1
0874560,0759530,1
0583591,0759530,1
1475326,0759530,1
0583385,0759530,1
1535160,0759530,1
1770809,0759530,1
1267582,0759530,2
1671510,0759530,1
0871012,1071315,1
0322644,0821652,1
1474519,0821652,1
0728469,0821652,1
0773606,0821652,1
0764068,0821652,1
0825067,0821652,3
0824888,0821652,1
1390418,0821652,1
1361658,0821652,1
1434588,0821652,1
1478049,0821652,1
0872150,0821652,1
0759514,0825570,1
1577394,1034396,1
1470236,1034396,2
0691881,1034396,1
0646919,1034396,1
0694422,1034396,1
1541903,1071034,3
0328559,1071034,1
0821355,1071034,1
1055169,1071034,1
0819565,1071034,1
1033893,1071034,1
1512250,1071034,1
1477413,1071034,1
1475185,0870758,1
0328229,0870758,1
0328518,0870758,1
1363092,0870758,1
1071174,0870758,1
1538784,0870758,1
1475995,0870758,2
0328088,0870758,2
1265867,0870758,1
1665421,0870758,1
0824680,0819797,1
1279405,0819797,1
1477330,0819797,1
0328229,0819797,1
1476126,0819797,1
1512250,0819797,1
1279488,0819797,1
1542448,0819797,2
0764001,0819797,1
1477371,1071166,1
0323915,1071166,2
1068584,1071166,1
1534817,1071166,1
1243062,1071166,1
1319979,1071166,1
0328161,1071166,1
0328203,1071166,1
0834903,1071166,1
0327866,1071166,1
0502401,1071166,2
0323352,1071166,1
1476126,1071166,1
1474923,1071166,2
0870428,1071166,2
0329128,1071166,1
1538784,1071166,1
1523968,0819888,2
1241355,0819888,1
0323378,0819888,1
0831370,0819888,1
1364744,0819888,1
0728469,0819888,1
0873984,0819888,1
1699164,0647024,1
1034636,0647024,2
0694349,0647024,2
0328369,0647024,1
1070523,1193986,1
1053669,1193986,1
1700970,1193986,1
1034131,1193986,1
1470244,1193986,2
1534809,1193986,1
1637602,0583591,1
1316405,0583591,1
1470244,0583591,3
1423607,0583591,1
0583385,0583591,1
0874263,0583591,1
0500611,0583591,2
1463777,0583591,1
0871061,0583591,1
0874602,0583591,1
0874560,0583591,1
1034685,0583591,2
0325670,0583591,2
1477199,0583591,1
1671569,0583591,2
0647172,0583591,1
0871095,0583591,1
1313923,0583591,1
1511856,0583591,1
0520486,0583591,1
0874255,0583591,1
1194224,0583591,1
0582999,0583591,3
0759530,0583591,3
1476068,0583591,1
0874248,0583591,1
1090745,0415901,1
0255208,0415901,1
1496546,0417998,1
0825695,0665810,1
1645118,0577478,1
0286260,0577478,1
1666346,0718056,1
0884528,0718056,1
1537042,0416313,1
0249532,0416313,1
0254284,0416388,1
1669308,0413575,1
1778901,1101518,1
0332239,1101518,1
1723360,1101518,1
1583566,1101518,1
0775569,1572270,1
1274414,1572270,1
1404912,1572270,1
0842880,1572270,1
1199009,0643031,1
0646141,0643031,1
0324327,0830539,1
1536473,0830539,1
0665174,0830539,1
1097492,0830539,1
0833392,0830539,1
0332197,0830539,2
0703025,0830539,1
0899799,0830539,1
0689679,0830539,1
1098292,0903641,1
1496355,0903641,1
1762533,0903641,3
0884916,0903641,1
0774455,0903641,1
0338012,0774364,1
0318089,0774364,1
0601104,0774364,1
0903583,0774364,1
0466722,0337162,2
0336537,0337162,1
0337105,0337162,1
1701002,0337162,1
0337568,0337162,1
0336511,0556266,1
0827956,0556266,1
0578260,0556266,1
1489624,0556266,1
1243476,0556266,1
1372614,0556266,1
0336495,0556266,3
0745448,0556266,1
0642892,0556266,1
1500370,0556266,2
1020437,0556266,2
1492149,0556266,1
1264340,0556266,1
1021682,0556266,1
1723378,0556266,1
0510396,0556266,1
0826982,0556266,1
0437731,0556266,1
1489053,0556266,1
1389857,0556266,1
0340281,0556266,1
0337295,0556266,1
1701002,0556266,1
1412691,0556266,1
0578286,0556266,1
1371970,0556266,2
1639376,0556266,1
0826974,0556266,1
0884858,0556266,1
1487552,0556266,1
0578351,0556266,1
0584268,0556266,1
0449819,0556266,2
1482090,0827121,1
0884536,0827121,1
0510396,0827121,1
1412691,0827121,1
0336370,0828137,1
0497172,0828137,2
0338665,0828137,1
1258383,0828137,1
0246280,0828137,1
0824813,0828137,1
1723360,0828137,1
1700996,0828137,1
0337980,0828137,2
0319772,0828137,1
0334839,0828137,1
1020403,0828137,2
0825695,0828137,1
1536473,0828137,1
0764548,0828137,1
0314617,0828137,1
0332346,0903583,1
1242296,0903583,1
0598797,0903583,1
0331819,0903583,1
0325845,0903583,1
1087816,0903583,1
0825752,0903583,1
0331199,0903583,1
1492354,0903583,2
1700996,0903583,2
1528389,0903583,1
0337980,0903583,1
0331470,0903583,1
0825695,0903583,2
0339051,0903583,1
0334094,0903583,1
0331488,0903583,1
0332239,0903583,3
1072420,0903583,1
0883561,0903583,1
1053909,0903583,1
1639343,0903583,2
1536473,0903583,2
0332197,0903583,2
1758960,0903583,2
0432542,0320069,1
0340273,0320069,1
0317933,0320069,1
0319319,0320069,1
0339507,1572528,1
1263664,1572643,1
0523472,0309815,1
1488543,1125665,1
0901413,1125665,1
0764035,0306746,1
1662022,1547330,1
0662569,1547330,1
1281526,1547330,1
0819565,1547330,1
0693622,1127158,1
1414127,0568915,1
0581876,0568915,1
0871111,0568915,1
1662386,0568915,1
0888149,0320796,1
0825653,1539709,1
0584763,1539709,1
0433490,1539709,1
0331504,1539709,1
0833699,1539709,2
0332197,1539709,1
0435263,1539709,3
1491711,1539709,1
0432690,1539709,1
1492131,1539709,1
1636471,1539709,1
1426048,1539709,1
0332239,1539709,2
1054501,1539709,1
1486703,1539709,1
1243070,1539709,1
1490424,1539709,1
0833392,1539709,2
1490713,1539709,1
1758283,1539709,1
1700996,1539709,1
0332304,1539709,1
1536473,1539709,1
0331132,1539709,1
0332189,1539709,1
1067396,1539709,1
0665174,1539709,1
1488980,1539709,1
1723360,1539709,6
0434134,1539709,1
0903583,1539709,2
0334920,1539709,2
0317750,0320127,2
0317933,0320127,1
0824813,0320127,2
1489251,0320127,1
1492925,0320127,1
0872416,0320127,1
0821553,0320127,1
0320622,0320127,1
1098938,0320127,2
0915504,0320127,2
1635689,0320127,1
1502780,0320127,1
0334904,0320127,1
1247998,0245647,1
0437244,0245647,1
1412691,0245647,1
0759530,0245647,1
0337279,0245647,1
0762914,0245647,1
0469767,0245647,1
0245654,0245647,1
0601492,0245647,1
1007491,0245647,1
0437731,0245647,1
0535625,0245647,1
1767060,0245647,1
1662030,0245647,1
0535823,0245647,1
1354596,0245647,1
1265743,1704303,1
1009075,1007830,1
1007129,1007830,1
1044437,1007830,1
0649897,1007830,2
0314401,1007830,1
1008564,1007830,2
1082874,1007830,1
1007632,1007830,3
1008952,1007830,1
0646752,1007830,1
1007590,1007830,1
1307321,1007830,1
0449488,1007830,1
1704147,1007830,2
1512789,1007830,1
0729087,1007830,1
1489665,1007830,1
1465822,1007830,1
1472836,1007830,1
1080613,1007830,2
0469767,1007830,1
1008002,1007830,1
1490978,1007830,1
0779777,1007830,1
1085851,1007756,1
0340364,1007756,1
1507599,1007756,1
0340448,1007756,1
1512789,1007756,1
0340315,1007756,1
1511856,1007756,1
0469767,1007756,1
1008952,1008002,2
1511393,1008002,1
1081959,1008002,1
1662188,1008002,1
1007715,1008002,1
1531433,1008002,1
1575612,1008002,1
0690180,1008002,1
1242437,1008002,1
1072040,1008002,1
1265743,1008002,1
1509181,1008002,1
0779777,1008002,1
0582213,1008002,1
1304005,1008002,1
0337030,1008002,1
0901595,1008002,1
1168848,1008002,1
0325423,1008002,1
1640671,1008002,2
0469767,1008002,2
0514869,1007350,2
0246272,1007350,2
0318576,1007350,1
0317529,1007350,1
1653989,1007350,1
1007475,1007350,1
0340471,0318865,2
0831982,0318865,1
0765222,0318865,1
1697622,0318865,1
1067198,0318865,3
0323311,0318865,1
1668540,0318865,2
1402056,0318865,1
1076025,0318865,1
0303099,0318865,1
0318964,0318865,5
1404912,0318865,1
0820373,0318865,1
1579523,0318865,1
0904102,0318865,1
0246280,0318865,1
0318477,0318865,1
1510239,0318865,2
1506591,0318865,1
1734466,0318865,1
0762468,0318865,1
1323344,0318865,1
1509744,0318865,1
0339796,0318865,2
1188507,0318865,2
1514108,0318865,1
0865014,0318865,2
0541292,0318865,1
0331223,0318865,1
1671502,0318865,1
0514869,0318865,1
0327593,0318865,1
0690156,0318865,1
0322529,0318865,1
0518746,0318865,1
1435882,0318865,3
1254317,0318865,3
1007475,0318865,3
0793745,0318865,1
1081447,0318865,1
1269653,0318865,1
0903211,0318865,1
0903658,0318865,1
1505411,0318865,1
0864736,0318865,1
0334995,0318865,1
0888867,0318865,2
0835033,0318865,1
0510503,0318865,2
1670793,0318865,1
0556555,0318865,1
0884452,0318865,1
1508969,0318865,1
0743740,0318865,2
1756725,0318865,1
0325183,0318865,1
1066638,0318865,1
0318642,0318865,1
0643866,0318865,1
1510775,0318865,1
1067222,0318865,3
0250084,0318865,1
0317073,0318865,1
1503358,0318865,1
1065713,0318865,5
1503507,0318865,1
0335018,0318865,3
1503077,0318865,1
0779629,0318865,1
1304997,0318865,1
0436246,0318865,1
1506880,0318865,1
0322859,0318865,1
1536572,0318865,1
1642503,0318865,1
1045343,0318865,9
0834887,0318865,1
1572270,0318865,5
1066265,0318865,1
1579861,0318865,1
1075571,0318865,5
0826594,0318865,1
0434175,0318865,2
1008598,0318865,1
1502400,0318865,1
1045277,0318865,1
0317511,0318865,1
0583112,1008614,1
0729087,1008614,1
0469700,1008614,1
1411438,1008614,1
0690131,1008614,9
1008952,1008614,2
0325423,1008614,1
1276310,1008614,1
1570837,0325563,1
0503896,1510544,2
0694224,1510544,1
1056373,1510544,1
0317040,1510544,1
1755115,1510544,1
1086990,1510544,6
1364827,1510544,1
0434720,1510544,1
1510726,1510544,2
1637651,1510544,1
1194463,1510544,1
1758499,1510544,1
1470236,1510544,1
1424449,1510544,1
1730456,1510544,2
0821447,1510544,4
0322560,1510544,2
1663210,1510544,1
0325183,1510544,1
1071190,1510544,2
0327619,1510544,1
0567420,1510544,1
0874487,1510544,1
1082296,1510544,1
0322743,1510544,1
0328260,1510544,1
0775130,1510544,1
1763655,1510544,1
0855569,1510544,1
0323238,1510544,1
1083229,1510544,5
0322750,1510544,2
1463793,1510544,4
0869032,1510544,1
1700533,1510544,2
1762509,1510544,2
1512813,1510544,1
0899864,1510544,1
1475813,1510544,1
0436154,1510544,4
1541903,1510544,1
1079573,1510544,1
1569946,1510544,1
1081710,1510544,1
1362219,1510544,1
1226984,1510544,2
0870550,1510544,1
0322537,1510544,1
0501502,0583591,2
0872614,0583591,1
1415231,0583591,1
1756170,0583591,1
0762104,0583591,1
1070523,0583591,1
1458579,0583591,1
1241553,0583591,3
0481903,0583591,1
0874271,0583591,4
1411438,0583591,1
1474691,0583591,2
1478072,0583591,1
1671452,0583591,1
1197599,0583591,1
0336628,0583591,1
1700970,0583591,1
1700327,0583591,2
1473545,0583591,1
0870980,0583591,1
1478312,0583591,1
1354794,0583591,1
1473933,0583591,1
0874537,0583591,1
0305664,0583591,2
1704378,0583591,3
0583534,0583591,1
1056704,0583591,1
0871012,0583591,1
0874305,0583591,1
1704097,0583591,1
0732347,1431766,1
1392828,1431899,1
0466342,1431931,1
0868935,1431931,1
0903187,1431931,1
0904433,1431931,1
0899617,1431931,1
0888404,1431931,1
0339507,1431931,1
0338970,1432244,1
1500750,1432244,4
1530872,1432244,3
1342724,1432244,1
1785849,1432244,2
1506302,1432244,3
0900407,1432244,1
1576925,1432244,7
1221829,1432244,1
0320408,1432244,1
0631994,1432244,1
1304997,1432244,2
1347798,1432244,1
1346543,1432244,1
1433465,1432244,1
0663930,1432244,1
1574433,1432244,1
0664425,1432244,1
1504018,1432244,1
0632026,1432244,2
1253392,1432798,2
0662726,1432798,1
1764935,1432798,1
1636471,1432798,1
1495399,1432798,1
0436824,1432798,1
1330307,1432798,1
1728682,1432798,1
1054329,1432798,1
0835470,1432798,1
1385244,1432798,2
0781096,1432798,2
0436543,1432798,1
0829325,1432798,1
0828822,1432798,1
1372291,1432798,1
1497791,1432798,1
1258532,1432798,1
1751783,1432798,1
1780675,1432798,3
0434324,1432798,1
1760701,1432798,2
1762582,1432798,1
1442417,1432798,1
1483916,1432798,2
1194885,1432798,1
1662071,1432798,2
1538123,1432798,2
1756501,1432871,1
1497767,1432871,1
1276799,1433101,3
1508357,1433101,1
1268556,1433101,1
0904102,1433101,1
1508134,1433101,1
1507383,1433101,1
1274414,1433101,1
1341478,1433101,1
1317197,1433101,1
0319020,1433101,1
1224070,1433101,2
1583533,1433101,1
1583566,1433101,1
1046291,1433101,1
1222025,1433101,1
1505361,1433101,1
1441294,1433101,1
1322684,1433101,1
0317305,1433101,1
1065986,1433101,1
1758028,1433101,1
0318907,1433101,1
0495176,1433101,2
1276393,1433101,1
1308824,1433101,1
0318923,1433101,1
1579523,1433101,2
0765172,1433101,2
0900217,1433101,5
1510015,1433101,1
1431659,1433101,1
1487065,1433523,1
0663112,1433523,1
0565143,1433523,1
1054113,1433523,2
1484856,1433523,1
1007491,1433523,1
0773846,1433523,1
0732438,1433408,2
1754167,1433408,1
1073949,1433408,1
1496934,1433408,1
1322288,1433408,1
1247626,1433408,4
1258623,1433408,1
1722859,1433408,1
0828160,1433408,1
1362060,1433408,1
0434498,1433408,1
0525055,1433408,1
0888115,1433408,1
0732446,1433408,4
1762640,1433408,1
1694884,1433408,2
1499953,1433408,3
1194885,1433408,1
1458843,1433408,2
1034339,1433408,1
0543116,1433408,1
0433227,1433408,1
0254292,1433408,1
1305119,1433408,1
1497387,1433408,4
1054808,1433408,1
0327965,1433747,1
0436576,1375401,1
0556555,1375401,1
0328179,1434521,1
0825570,1434521,1
0584110,1704634,1
1046432,1704634,1
0584052,1704634,1
0245191,1704634,1
1246313,1704634,1
1431667,1704634,1
0582403,1704634,1
1377688,1704634,1
1243781,1704634,1
1783091,0438713,2
0692442,0641225,1
